Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
116,Region_1,17,Concrete,72.42724272,5.517551755,11.03510351,213.8613861,Rainy,57.50575058,26-04-2010,1.150115012,0.115011501,209.2009201,5.750575058,"Concrete 80%, Wood 20%",Beam,Good,-29.07990799,1.150115012,Standing
117,Region_2,0,Wood,72.62226223,5.522052205,11.04410441,214.8514851,Sunny,58.00580058,27-04-2010,1.160116012,0.116011601,209.2809281,5.800580058,"Concrete 80%, Wood 20%",Truss,Good,-29.07190719,1.160116012,Standing
118,Region_3,24,Steel,72.81728173,5.526552655,11.05310531,215.8415842,Snowy,58.50585059,28-04-2010,1.170117012,0.117011701,209.3609361,5.850585059,"Steel 70%, Concrete 30%",Arch,Good,-29.06390639,1.170117012,Standing
119,Region_4,49,Concrete,73.01230123,5.531053105,11.06210621,216.8316832,Cloudy,59.00590059,29-04-2010,1.180118012,0.118011801,209.4409441,5.900590059,"Concrete 80%, Wood 20%",Beam,Good,-29.05590559,1.180118012,Standing
120,Region_5,18,Wood,73.20732073,5.535553555,11.07110711,217.8217822,Windy,59.5059506,30-04-2010,1.190119012,0.119011901,209.5209521,5.95059506,"Concrete 80%, Wood 20%",Truss,Good,-29.04790479,1.190119012,Standing
121,Region_1,49,Steel,73.40234023,5.540054005,11.08010801,218.8118812,Rainy,60.0060006,01-05-2010,1.200120012,0.120012001,209.6009601,6.00060006,"Steel 70%, Concrete 30%",Arch,Good,-29.03990399,1.200120012,Standing
122,Region_2,35,Concrete,73.59735974,5.544554455,11.08910891,219.8019802,Sunny,60.50605061,02-05-2010,1.210121012,0.121012101,209.6809681,6.050605061,"Concrete 80%, Wood 20%",Beam,Good,-29.03190319,1.210121012,Standing
123,Region_3,12,Wood,73.79237924,5.549054905,11.09810981,220.7920792,Snowy,61.00610061,03-05-2010,1.220122012,0.122012201,209.7609761,6.100610061,"Concrete 80%, Wood 20%",Truss,Good,-29.02390239,1.220122012,Standing
124,Region_4,21,Steel,73.98739874,5.553555356,11.10711071,221.7821782,Cloudy,61.50615062,04-05-2010,1.230123012,0.123012301,209.8409841,6.150615062,"Steel 70%, Concrete 30%",Arch,Good,-29.01590159,1.230123012,Standing
125,Region_5,26,Concrete,74.18241824,5.558055806,11.11611161,222.7722772,Windy,62.00620062,05-05-2010,1.240124012,0.124012401,209.9209921,6.200620062,"Concrete 80%, Wood 20%",Beam,Good,-29.00790079,1.240124012,Standing
126,Region_1,42,Wood,74.37743774,5.562556256,11.12511251,223.7623762,Rainy,62.50625063,06-05-2010,1.250125013,0.125012501,210.0010001,6.250625063,"Concrete 80%, Wood 20%",Truss,Good,-28.99989999,1.250125013,Standing
127,Region_2,44,Steel,74.57245725,5.567056706,11.13411341,224.7524752,Sunny,63.00630063,07-05-2010,1.260126013,0.126012601,210.0810081,6.300630063,"Steel 70%, Concrete 30%",Arch,Good,-28.99189919,1.260126013,Standing
128,Region_3,15,Concrete,74.76747675,5.571557156,11.14311431,225.7425743,Snowy,63.50635064,08-05-2010,1.270127013,0.127012701,210.1610161,6.350635064,"Concrete 80%, Wood 20%",Beam,Good,-28.98389839,1.270127013,Standing
129,Region_4,28,Wood,74.96249625,5.576057606,11.15211521,226.7326733,Cloudy,64.00640064,09-05-2010,1.280128013,0.128012801,210.2410241,6.400640064,"Concrete 80%, Wood 20%",Truss,Good,-28.97589759,1.280128013,Standing
130,Region_5,8,Steel,75.15751575,5.580558056,11.16111611,227.7227723,Windy,64.50645065,10-05-2010,1.290129013,0.129012901,210.3210321,6.450645065,"Steel 70%, Concrete 30%",Arch,Good,-28.96789679,1.290129013,Standing
131,Region_1,20,Concrete,75.35253525,5.585058506,11.17011701,228.7128713,Rainy,65.00650065,11-05-2010,1.300130013,0.130013001,210.4010401,6.500650065,"Concrete 80%, Wood 20%",Beam,Good,-28.95989599,1.300130013,Standing
132,Region_2,33,Wood,75.54755476,5.589558956,11.17911791,229.7029703,Sunny,65.50655066,12-05-2010,1.310131013,0.131013101,210.4810481,6.550655066,"Concrete 80%, Wood 20%",Truss,Good,-28.95189519,1.310131013,Standing
133,Region_3,19,Steel,75.74257426,5.594059406,11.18811881,230.6930693,Snowy,66.00660066,13-05-2010,1.320132013,0.132013201,210.5610561,6.600660066,"Steel 70%, Concrete 30%",Arch,Good,-28.94389439,1.320132013,Standing
134,Region_4,37,Concrete,75.93759376,5.598559856,11.19711971,231.6831683,Cloudy,66.50665067,14-05-2010,1.330133013,0.133013301,210.6410641,6.650665067,"Concrete 80%, Wood 20%",Beam,Good,-28.93589359,1.330133013,Standing
135,Region_5,12,Wood,76.13261326,5.603060306,11.20612061,232.6732673,Windy,67.00670067,15-05-2010,1.340134013,0.134013401,210.7210721,6.700670067,"Concrete 80%, Wood 20%",Truss,Good,-28.92789279,1.340134013,Standing
136,Region_1,16,Steel,76.32763276,5.607560756,11.21512151,233.6633663,Rainy,67.50675068,16-05-2010,1.350135014,0.135013501,210.8010801,6.750675068,"Steel 70%, Concrete 30%",Arch,Good,-28.91989199,1.350135014,Standing
137,Region_2,30,Concrete,76.52265227,5.612061206,11.22412241,234.6534653,Sunny,68.00680068,17-05-2010,1.360136014,0.136013601,210.8810881,6.800680068,"Concrete 80%, Wood 20%",Beam,Good,-28.91189119,1.360136014,Standing
138,Region_3,13,Wood,76.71767177,5.616561656,11.23312331,235.6435644,Snowy,68.50685069,18-05-2010,1.370137014,0.137013701,210.9610961,6.850685069,"Concrete 80%, Wood 20%",Truss,Good,-28.90389039,1.370137014,Standing
139,Region_4,1,Steel,76.91269127,5.621062106,11.24212421,236.6336634,Cloudy,69.00690069,19-05-2010,1.380138014,0.138013801,211.0411041,6.900690069,"Steel 70%, Concrete 30%",Arch,Good,-28.89588959,1.380138014,Standing
140,Region_5,3,Concrete,77.10771077,5.625562556,11.25112511,237.6237624,Windy,69.5069507,20-05-2010,1.390139014,0.139013901,211.1211121,6.95069507,"Concrete 80%, Wood 20%",Beam,Good,-28.88788879,1.390139014,Standing
141,Region_1,11,Wood,77.30273027,5.630063006,11.26012601,238.6138614,Rainy,70.0070007,21-05-2010,1.400140014,0.140014001,211.2011201,7.00070007,"Concrete 80%, Wood 20%",Truss,Good,-28.87988799,1.400140014,Standing
142,Region_2,10,Steel,77.49774977,5.634563456,11.26912691,239.6039604,Sunny,70.50705071,22-05-2010,1.410141014,0.141014101,211.2811281,7.050705071,"Steel 70%, Concrete 30%",Arch,Good,-28.87188719,1.410141014,Standing
143,Region_3,34,Concrete,77.69276928,5.639063906,11.27812781,240.5940594,Snowy,71.00710071,23-05-2010,1.420142014,0.142014201,211.3611361,7.100710071,"Concrete 80%, Wood 20%",Beam,Good,-28.86388639,1.420142014,Standing
144,Region_4,27,Wood,77.88778878,5.643564356,11.28712871,241.5841584,Cloudy,71.50715072,24-05-2010,1.430143014,0.143014301,211.4411441,7.150715072,"Concrete 80%, Wood 20%",Truss,Good,-28.85588559,1.430143014,Standing
145,Region_5,24,Steel,78.08280828,5.648064806,11.29612961,242.5742574,Windy,72.00720072,25-05-2010,1.440144014,0.144014401,211.5211521,7.200720072,"Steel 70%, Concrete 30%",Arch,Good,-28.84788479,1.440144014,Standing
146,Region_1,37,Concrete,78.27782778,5.652565257,11.30513051,243.5643564,Rainy,72.50725073,26-05-2010,1.450145015,0.145014501,211.6011601,7.250725073,"Concrete 80%, Wood 20%",Beam,Good,-28.83988399,1.450145015,Standing
147,Region_2,45,Wood,78.47284728,5.657065707,11.31413141,244.5544554,Sunny,73.00730073,27-05-2010,1.460146015,0.146014601,211.6811681,7.300730073,"Concrete 80%, Wood 20%",Truss,Good,-28.83188319,1.460146015,Standing
148,Region_3,10,Steel,78.66786679,5.661566157,11.32313231,245.5445545,Snowy,73.50735074,28-05-2010,1.470147015,0.147014701,211.7611761,7.350735074,"Steel 70%, Concrete 30%",Arch,Good,-28.82388239,1.470147015,Standing
149,Region_4,13,Concrete,78.86288629,5.666066607,11.33213321,246.5346535,Cloudy,74.00740074,29-05-2010,1.480148015,0.148014801,211.8411841,7.400740074,"Concrete 80%, Wood 20%",Beam,Good,-28.81588159,1.480148015,Standing
150,Region_5,45,Wood,79.05790579,5.670567057,11.34113411,247.5247525,Windy,74.50745075,30-05-2010,1.490149015,0.149014901,211.9211921,7.450745075,"Concrete 80%, Wood 20%",Truss,Good,-28.80788079,1.490149015,Standing
151,Region_1,2,Steel,79.25292529,5.675067507,11.35013501,248.5148515,Rainy,75.00750075,31-05-2010,1.500150015,0.150015002,212.0012001,7.500750075,"Steel 70%, Concrete 30%",Arch,Good,-28.79987999,1.500150015,Standing
152,Region_2,8,Concrete,79.44794479,5.679567957,11.35913591,249.5049505,Sunny,75.50755076,01-06-2010,1.510151015,0.151015102,212.0812081,7.550755076,"Concrete 80%, Wood 20%",Beam,Good,-28.79187919,1.510151015,Standing
153,Region_3,28,Wood,79.6429643,5.684068407,11.36813681,250.4950495,Snowy,76.00760076,02-06-2010,1.520152015,0.152015202,212.1612161,7.600760076,"Concrete 80%, Wood 20%",Truss,Good,-28.78387839,1.520152015,Standing
154,Region_4,46,Steel,79.8379838,5.688568857,11.37713771,251.4851485,Cloudy,76.50765077,03-06-2010,1.530153015,0.153015302,212.2412241,7.650765077,"Steel 70%, Concrete 30%",Arch,Good,-28.77587759,1.530153015,Standing
155,Region_5,15,Concrete,80.0330033,5.693069307,11.38613861,252.4752475,Windy,77.00770077,04-06-2010,1.540154015,0.154015402,212.3212321,7.700770077,"Concrete 80%, Wood 20%",Beam,Good,-28.76787679,1.540154015,Standing
156,Region_1,49,Wood,80.2280228,5.697569757,11.39513951,253.4653465,Rainy,77.50775078,05-06-2010,1.550155016,0.155015502,212.4012401,7.750775078,"Concrete 80%, Wood 20%",Truss,Good,-28.75987599,1.550155016,Standing
157,Region_2,27,Steel,80.4230423,5.702070207,11.40414041,254.4554455,Sunny,78.00780078,06-06-2010,1.560156016,0.156015602,212.4812481,7.800780078,"Steel 70%, Concrete 30%",Arch,Good,-28.75187519,1.560156016,Standing
158,Region_3,19,Concrete,80.61806181,5.706570657,11.41314131,255.4455446,Snowy,78.50785079,07-06-2010,1.570157016,0.157015702,212.5612561,7.850785079,"Concrete 80%, Wood 20%",Beam,Good,-28.74387439,1.570157016,Standing
159,Region_4,40,Wood,80.81308131,5.711071107,11.42214221,256.4356436,Cloudy,79.00790079,08-06-2010,1.580158016,0.158015802,212.6412641,7.900790079,"Concrete 80%, Wood 20%",Truss,Good,-28.73587359,1.580158016,Standing
160,Region_5,48,Steel,81.00810081,5.715571557,11.43114311,257.4257426,Windy,79.5079508,09-06-2010,1.590159016,0.159015902,212.7212721,7.95079508,"Steel 70%, Concrete 30%",Arch,Good,-28.72787279,1.590159016,Standing
161,Region_1,6,Concrete,81.20312031,5.720072007,11.44014401,258.4158416,Rainy,80.0080008,10-06-2010,1.600160016,0.160016002,212.8012801,8.00080008,"Concrete 80%, Wood 20%",Beam,Good,-28.71987199,1.600160016,Standing
162,Region_2,33,Wood,81.39813981,5.724572457,11.44914491,259.4059406,Sunny,80.50805081,11-06-2010,1.610161016,0.161016102,212.8812881,8.050805081,"Concrete 80%, Wood 20%",Truss,Good,-28.71187119,1.610161016,Standing
163,Region_3,21,Steel,81.59315932,5.729072907,11.45814581,260.3960396,Snowy,81.00810081,12-06-2010,1.620162016,0.162016202,212.9612961,8.100810081,"Steel 70%, Concrete 30%",Arch,Good,-28.70387039,1.620162016,Standing
164,Region_4,35,Concrete,81.78817882,5.733573357,11.46714671,261.3861386,Cloudy,81.50815082,13-06-2010,1.630163016,0.163016302,213.0413041,8.150815082,"Concrete 80%, Wood 20%",Beam,Good,-28.69586959,1.630163016,Standing
165,Region_5,31,Wood,81.98319832,5.738073807,11.47614761,262.3762376,Windy,82.00820082,14-06-2010,1.640164016,0.164016402,213.1213121,8.200820082,"Concrete 80%, Wood 20%",Truss,Good,-28.68786879,1.640164016,Standing
166,Region_1,39,Steel,82.17821782,5.742574257,11.48514851,263.3663366,Rainy,82.50825083,15-06-2010,1.650165017,0.165016502,213.2013201,8.250825083,"Steel 70%, Concrete 30%",Arch,Good,-28.67986799,1.650165017,Standing
167,Region_2,10,Concrete,82.37323732,5.747074707,11.49414941,264.3564356,Sunny,83.00830083,16-06-2010,1.660166017,0.166016602,213.2813281,8.300830083,"Concrete 80%, Wood 20%",Beam,Good,-28.67186719,1.660166017,Standing
168,Region_3,15,Wood,82.56825683,5.751575158,11.50315032,265.3465347,Snowy,83.50835084,17-06-2010,1.670167017,0.167016702,213.3613361,8.350835084,"Concrete 80%, Wood 20%",Truss,Good,-28.66386639,1.670167017,Standing
169,Region_4,43,Steel,82.76327633,5.756075608,11.51215122,266.3366337,Cloudy,84.00840084,18-06-2010,1.680168017,0.168016802,213.4413441,8.400840084,"Steel 70%, Concrete 30%",Arch,Good,-28.65586559,1.680168017,Standing
170,Region_5,34,Concrete,82.95829583,5.760576058,11.52115212,267.3267327,Windy,84.50845085,19-06-2010,1.690169017,0.169016902,213.5213521,8.450845085,"Concrete 80%, Wood 20%",Beam,Good,-28.64786479,1.690169017,Standing
171,Region_1,18,Wood,83.15331533,5.765076508,11.53015302,268.3168317,Rainy,85.00850085,20-06-2010,1.700170017,0.170017002,213.6013601,8.500850085,"Concrete 80%, Wood 20%",Truss,Good,-28.63986399,1.700170017,Standing
172,Region_2,3,Steel,83.34833483,5.769576958,11.53915392,269.3069307,Sunny,85.50855086,21-06-2010,1.710171017,0.171017102,213.6813681,8.550855086,"Steel 70%, Concrete 30%",Arch,Good,-28.63186319,1.710171017,Standing
173,Region_3,24,Concrete,83.54335434,5.774077408,11.54815482,270.2970297,Snowy,86.00860086,22-06-2010,1.720172017,0.172017202,213.7613761,8.600860086,"Concrete 80%, Wood 20%",Beam,Good,-28.62386239,1.720172017,Standing
174,Region_4,47,Wood,83.73837384,5.778577858,11.55715572,271.2871287,Cloudy,86.50865087,23-06-2010,1.730173017,0.173017302,213.8413841,8.650865087,"Concrete 80%, Wood 20%",Truss,Good,-28.61586159,1.730173017,Standing
175,Region_5,24,Steel,83.93339334,5.783078308,11.56615662,272.2772277,Windy,87.00870087,24-06-2010,1.740174017,0.174017402,213.9213921,8.700870087,"Steel 70%, Concrete 30%",Arch,Good,-28.60786079,1.740174017,Standing
176,Region_1,3,Concrete,84.12841284,5.787578758,11.57515752,273.2673267,Rainy,87.50875088,25-06-2010,1.750175018,0.175017502,214.0014001,8.750875088,"Concrete 80%, Wood 20%",Beam,Good,-28.59985999,1.750175018,Standing
177,Region_2,45,Wood,84.32343234,5.792079208,11.58415842,274.2574257,Sunny,88.00880088,26-06-2010,1.760176018,0.176017602,214.0814081,8.800880088,"Concrete 80%, Wood 20%",Truss,Good,-28.59185919,1.760176018,Standing
178,Region_3,26,Steel,84.51845185,5.796579658,11.59315932,275.2475248,Snowy,88.50885089,27-06-2010,1.770177018,0.177017702,214.1614161,8.850885089,"Steel 70%, Concrete 30%",Arch,Good,-28.58385839,1.770177018,Standing
179,Region_4,48,Concrete,84.71347135,5.801080108,11.60216022,276.2376238,Cloudy,89.00890089,28-06-2010,1.780178018,0.178017802,214.2414241,8.900890089,"Concrete 80%, Wood 20%",Beam,Good,-28.57585759,1.780178018,Standing
180,Region_5,22,Wood,84.90849085,5.805580558,11.61116112,277.2277228,Windy,89.5089509,29-06-2010,1.790179018,0.179017902,214.3214321,8.95089509,"Concrete 80%, Wood 20%",Truss,Good,-28.56785679,1.790179018,Standing
181,Region_1,22,Steel,85.10351035,5.810081008,11.62016202,278.2178218,Rainy,90.0090009,30-06-2010,1.800180018,0.180018002,214.4014401,9.00090009,"Steel 70%, Concrete 30%",Arch,Good,-28.55985599,1.800180018,Standing
182,Region_2,43,Concrete,85.29852985,5.814581458,11.62916292,279.2079208,Sunny,90.50905091,01-07-2010,1.810181018,0.181018102,214.4814481,9.050905091,"Concrete 80%, Wood 20%",Beam,Good,-28.55185519,1.810181018,Standing
183,Region_3,35,Wood,85.49354935,5.819081908,11.63816382,280.1980198,Snowy,91.00910091,02-07-2010,1.820182018,0.182018202,214.5614561,9.100910091,"Concrete 80%, Wood 20%",Truss,Good,-28.54385439,1.820182018,Standing
184,Region_4,35,Steel,85.68856886,5.823582358,11.64716472,281.1881188,Cloudy,91.50915092,03-07-2010,1.830183018,0.183018302,214.6414641,9.150915092,"Steel 70%, Concrete 30%",Arch,Good,-28.53585359,1.830183018,Standing
185,Region_5,21,Concrete,85.88358836,5.828082808,11.65616562,282.1782178,Windy,92.00920092,04-07-2010,1.840184018,0.184018402,214.7214721,9.200920092,"Concrete 80%, Wood 20%",Beam,Good,-28.52785279,1.840184018,Standing
186,Region_1,2,Wood,86.07860786,5.832583258,11.66516652,283.1683168,Rainy,92.50925093,05-07-2010,1.850185019,0.185018502,214.8014801,9.250925093,"Concrete 80%, Wood 20%",Truss,Good,-28.51985199,1.850185019,Standing
187,Region_2,34,Steel,86.27362736,5.837083708,11.67416742,284.1584158,Sunny,93.00930093,06-07-2010,1.860186019,0.186018602,214.8814881,9.300930093,"Steel 70%, Concrete 30%",Arch,Good,-28.51185119,1.860186019,Standing
188,Region_3,31,Concrete,86.46864686,5.841584158,11.68316832,285.1485149,Snowy,93.50935094,07-07-2010,1.870187019,0.187018702,214.9614961,9.350935094,"Concrete 80%, Wood 20%",Beam,Good,-28.50385039,1.870187019,Standing
189,Region_4,0,Wood,86.66366637,5.846084608,11.69216922,286.1386139,Cloudy,94.00940094,08-07-2010,1.880188019,0.188018802,215.0415042,9.400940094,"Concrete 80%, Wood 20%",Truss,Good,-28.49584958,1.880188019,Standing
190,Region_5,1,Steel,86.85868587,5.850585059,11.70117012,287.1287129,Windy,94.50945095,09-07-2010,1.890189019,0.189018902,215.1215122,9.450945095,"Steel 70%, Concrete 30%",Arch,Good,-28.48784878,1.890189019,Standing
191,Region_1,34,Concrete,87.05370537,5.855085509,11.71017102,288.1188119,Rainy,95.00950095,10-07-2010,1.900190019,0.190019002,215.2015202,9.500950095,"Concrete 80%, Wood 20%",Beam,Good,-28.47984798,1.900190019,Standing
192,Region_2,37,Wood,87.24872487,5.859585959,11.71917192,289.1089109,Sunny,95.50955096,11-07-2010,1.910191019,0.191019102,215.2815282,9.550955096,"Concrete 80%, Wood 20%",Truss,Good,-28.47184718,1.910191019,Standing
193,Region_3,20,Steel,87.44374437,5.864086409,11.72817282,290.0990099,Snowy,96.00960096,12-07-2010,1.920192019,0.192019202,215.3615362,9.600960096,"Steel 70%, Concrete 30%",Arch,Good,-28.46384638,1.920192019,Standing
194,Region_4,40,Concrete,87.63876388,5.868586859,11.73717372,291.0891089,Cloudy,96.50965097,13-07-2010,1.930193019,0.193019302,215.4415442,9.650965097,"Concrete 80%, Wood 20%",Beam,Good,-28.45584558,1.930193019,Standing
195,Region_5,8,Wood,87.83378338,5.873087309,11.74617462,292.0792079,Windy,97.00970097,14-07-2010,1.940194019,0.194019402,215.5215522,9.700970097,"Concrete 80%, Wood 20%",Truss,Good,-28.44784478,1.940194019,Standing
196,Region_1,1,Steel,88.02880288,5.877587759,11.75517552,293.0693069,Rainy,97.50975098,15-07-2010,1.95019502,0.195019502,215.6015602,9.750975098,"Steel 70%, Concrete 30%",Arch,Good,-28.43984398,1.95019502,Standing
197,Region_2,38,Concrete,88.22382238,5.882088209,11.76417642,294.0594059,Sunny,98.00980098,16-07-2010,1.96019602,0.196019602,215.6815682,9.800980098,"Concrete 80%, Wood 20%",Beam,Good,-28.43184318,1.96019602,Standing
198,Region_3,45,Wood,88.41884188,5.886588659,11.77317732,295.049505,Snowy,98.50985099,17-07-2010,1.97019702,0.197019702,215.7615762,9.850985099,"Concrete 80%, Wood 20%",Truss,Good,-28.42384238,1.97019702,Standing
199,Region_4,19,Steel,88.61386139,5.891089109,11.78217822,296.039604,Cloudy,99.00990099,18-07-2010,1.98019802,0.198019802,215.8415842,9.900990099,"Steel 70%, Concrete 30%",Arch,Good,-28.41584158,1.98019802,Standing
200,Region_5,39,Concrete,88.80888089,5.895589559,11.79117912,297.029703,Windy,99.509951,19-07-2010,1.99019902,0.199019902,215.9215922,9.9509951,"Concrete 80%, Wood 20%",Beam,Good,-28.40784078,1.99019902,Standing
201,Region_1,6,Wood,89.00390039,5.900090009,11.80018002,298.019802,Rainy,100.010001,20-07-2010,2.00020002,0.200020002,216.0016002,10.0010001,"Concrete 80%, Wood 20%",Truss,Good,-28.39983998,2.00020002,Standing
202,Region_2,27,Steel,89.19891989,5.904590459,11.80918092,299.009901,Sunny,100.510051,21-07-2010,2.01020102,0.201020102,216.0816082,10.0510051,"Steel 70%, Concrete 30%",Arch,Good,-28.39183918,2.01020102,Standing
203,Region_3,23,Concrete,89.39393939,5.909090909,11.81818182,300,Snowy,101.010101,22-07-2010,2.02020202,0.202020202,216.1616162,10.1010101,"Concrete 80%, Wood 20%",Beam,Good,-28.38383838,2.02020202,Standing
204,Region_4,49,Wood,89.5889589,5.913591359,11.82718272,300.990099,Cloudy,101.510151,23-07-2010,2.03020302,0.203020302,216.2416242,10.1510151,"Concrete 80%, Wood 20%",Truss,Good,-28.37583758,2.03020302,Standing
205,Region_5,16,Steel,89.7839784,5.918091809,11.83618362,301.980198,Windy,102.010201,24-07-2010,2.04020402,0.204020402,216.3216322,10.2010201,"Steel 70%, Concrete 30%",Arch,Good,-28.36783678,2.04020402,Standing
206,Region_1,36,Concrete,89.9789979,5.922592259,11.84518452,302.970297,Rainy,102.510251,25-07-2010,2.050205021,0.205020502,216.4016402,10.2510251,"Concrete 80%, Wood 20%",Beam,Good,-28.35983598,2.050205021,Standing
207,Region_2,24,Wood,90.1740174,5.927092709,11.85418542,303.960396,Sunny,103.010301,26-07-2010,2.060206021,0.206020602,216.4816482,10.3010301,"Concrete 80%, Wood 20%",Truss,Good,-28.35183518,2.060206021,Standing
208,Region_3,6,Steel,90.3690369,5.931593159,11.86318632,304.950495,Snowy,103.510351,27-07-2010,2.070207021,0.207020702,216.5616562,10.3510351,"Steel 70%, Concrete 30%",Arch,Good,-28.34383438,2.070207021,Standing
209,Region_4,21,Concrete,90.56405641,5.936093609,11.87218722,305.9405941,Cloudy,104.010401,28-07-2010,2.080208021,0.208020802,216.6416642,10.4010401,"Concrete 80%, Wood 20%",Beam,Good,-28.33583358,2.080208021,Standing
